sep=,
"date","lead_name","business","area","phone_or_link","channel","status","next_action","next_date","notes","lead_id"
"2026-03-05","007 Mobile Phones Est","007 Mobile Phones Est","Abu Dhabi","=""0097126411133""","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | landline_or_tollfree | https://www.yellowpages-uae.com/007-mobile-phones-est-163697","UAE0001"
"2026-03-05","A R Gents Track Readymade and Perfumes","A R Gents Track Readymade and Perfumes","Dubai","=""0097143930775""","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | landline_or_tollfree | https://www.yellowpages-uae.com/a-r-gents-track-readymade-and-perfumes-145103","UAE0472"
"2026-03-05","A R L Trading LLC","A R L Trading LLC","Dubai","=""0097142241991""","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | landline_or_tollfree | https://www.yellowpages-uae.com/a-r-l-trading-llc-156200","UAE0473"
"2026-03-05","A R Overseas Real Estate","A R Overseas Real Estate","Dubai","=""0097142959536""","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | landline_or_tollfree | https://www.yellowpages-uae.com/a-r-overseas-real-estate-160932","UAE0474"
"2026-03-05","A R S B Trading LLC","A R S B Trading LLC","Dubai","=""00971566090684""","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | mobile | https://www.yellowpages-uae.com/a-r-s-b-trading-llc-190545","UAE0475"
"2026-03-05","A R Shipping LLC","A R Shipping LLC","Dubai","=""0097142563651""","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | landline_or_tollfree | https://www.yellowpages-uae.com/a-r-shipping-llc-152357","UAE0476"
"2026-03-05","A R Y International Exchange","A R Y International Exchange","Dubai","=""0097142260226""","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | landline_or_tollfree | https://www.yellowpages-uae.com/a-r-y-international-exchange-169861","UAE0477"
"2026-03-05","A Rauf Electrical Trading Establishment","A Rauf Electrical Trading Establishment","Dubai","=""0097142222815""","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | landline_or_tollfree | https://www.yellowpages-uae.com/a-rauf-electrical-trading-establishment-138386","UAE0478"
"2026-03-05","A Rauf Trading LLC","A Rauf Trading LLC","Dubai","=""0097142279858""","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | landline_or_tollfree | https://www.yellowpages-uae.com/a-rauf-trading-llc-159236","UAE0479"
"2026-03-05","A Ronai LLC","A Ronai LLC","Dubai","=""0097143414409""","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | landline_or_tollfree | https://www.yellowpages-uae.com/a-ronai-llc-158894","UAE0480"
"2026-03-05","A S Documents Clearance","A S Documents Clearance","Dubai","=""00971565909369""","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | mobile | https://www.yellowpages-uae.com/a-s-documents-clearance-195284","UAE0481"
"2026-03-05","A S F Steel Fabrication LLC","A S F Steel Fabrication LLC","Dubai","=""0097143400737""","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | landline_or_tollfree | https://www.yellowpages-uae.com/a-s-f-steel-fabrication-llc-157520","UAE0482"
"2026-03-05","A S Firms Management LLC","A S Firms Management LLC","Dubai","=""0097142248173""","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | landline_or_tollfree | https://www.yellowpages-uae.com/a-s-firms-management-llc-161160","UAE0483"
"2026-03-05","A S I Scaffolding Contracting LLC","A S I Scaffolding Contracting LLC","Dubai","=""0097142200334""","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | landline_or_tollfree | https://www.yellowpages-uae.com/a-s-i-scaffolding-contracting-llc-179794","UAE0484"
"2026-03-05","A S I Scaffolding Contracting LLC","A S I Scaffolding Contracting LLC","Dubai","=""00971551034834""","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | mobile | https://www.yellowpages-uae.com/a-s-i-scaffolding-contracting-llc-179794","UAE0485"
"2026-03-05","A S M Maritime LLC","A S M Maritime LLC","Dubai","=""0097142885811""","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | landline_or_tollfree | https://www.yellowpages-uae.com/a-s-m-maritime-llc-183946","UAE0486"
"2026-03-05","A S M S Workshop Hardware &amp; Tools Trading LLC","A S M S Workshop Hardware &amp; Tools Trading LLC","Dubai","=""0097142273653""","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | landline_or_tollfree | https://www.yellowpages-uae.com/a-s-m-s-workshop-hardware-tools-trading-llc-171170","UAE0487"
"2026-03-05","A S M S Workshop Hardware &amp; Tools Trading LLC","A S M S Workshop Hardware &amp; Tools Trading LLC","Dubai","=""00971504361786""","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | mobile | https://www.yellowpages-uae.com/a-s-m-s-workshop-hardware-tools-trading-llc-171170","UAE0488"
"2026-03-05","A S M trading","A S M trading","Dubai","=""00971502461201""","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | mobile | https://www.yellowpages-uae.com/a-s-m-trading-182760","UAE0489"
"2026-03-05","A S N FZE","A S N FZE","Dubai","=""0097142997969""","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | landline_or_tollfree | https://www.yellowpages-uae.com/a-s-n-fze-132319","UAE0490"
"2026-03-05","A S N International Electronics Rental LLC","A S N International Electronics Rental LLC","Dubai","=""0097143880988""","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | landline_or_tollfree | https://www.yellowpages-uae.com/a-s-n-international-electronics-rental-llc-163287","UAE0491"
"2026-03-05","A S N International Electronics Rental LLC","A S N International Electronics Rental LLC","Dubai","=""00971556633061""","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | mobile | https://www.yellowpages-uae.com/a-s-n-international-electronics-rental-llc-163287","UAE0492"
"2026-03-05","A S R Auditors &amp; Business Consultants","A S R Auditors &amp; Business Consultants","Dubai","=""0097143512340""","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | landline_or_tollfree | https://www.yellowpages-uae.com/a-s-r-auditors-business-consultants-161704","UAE0493"
"2026-03-05","A S T Digital Print Centre","A S T Digital Print Centre","Dubai","=""0097142865911""","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | landline_or_tollfree | https://www.yellowpages-uae.com/a-s-t-digital-print-centre-151529","UAE0494"
"2026-03-05","A S T Metals LLC","A S T Metals LLC","Dubai","=""0097143558081""","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | landline_or_tollfree | https://www.yellowpages-uae.com/a-s-t-metals-llc-148774","UAE0495"
"2026-03-05","A S V Building and Construction Materials Trading LLC","A S V Building and Construction Materials Trading LLC","Dubai","=""00971553010654""","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | mobile | https://www.yellowpages-uae.com/a-s-v-building-and-construction-materials-trading-llc-185662","UAE0496"
"2026-03-05","A T A Cargo Movers","A T A Cargo Movers","Dubai","=""0097142593050""","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | landline_or_tollfree | https://www.yellowpages-uae.com/a-t-a-cargo-movers-162605","UAE0497"
"2026-03-05","A T G Solutions LLC","A T G Solutions LLC","Dubai","=""0097143360782""","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | landline_or_tollfree | https://www.yellowpages-uae.com/a-t-g-solutions-llc-148688","UAE0498"
"2026-03-05","A T Generators","A T Generators","Dubai","=""0097148810444""","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | landline_or_tollfree | https://www.yellowpages-uae.com/a-t-generators-106588","UAE0499"
"2026-03-05","A T H Business Consultants","A T H Business Consultants","Dubai","=""0097142690496""","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | landline_or_tollfree | https://www.yellowpages-uae.com/a-t-h-business-consultants-162241","UAE0500"
"2026-03-05","A T Kearney Ltd","A T Kearney Ltd","Dubai","=""0097144575000""","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | landline_or_tollfree | https://www.yellowpages-uae.com/a-t-kearney-ltd-147678","UAE0501"
"2026-03-05","A to Z Curtains Trdg LLC","A to Z Curtains Trdg LLC","Dubai","=""0097142727718""","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | landline_or_tollfree | https://www.yellowpages-uae.com/a-to-z-curtains-trdg-llc-160842","UAE0502"
"2026-03-05","A To Z General Land Transport LLC","A To Z General Land Transport LLC","Dubai","=""0097143208196""","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | landline_or_tollfree | https://www.yellowpages-uae.com/a-to-z-general-land-transport-llc-155883","UAE0503"
"2026-03-05","A to Z Gifts Establishment","A to Z Gifts Establishment","Dubai","=""0097142269232""","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | landline_or_tollfree | https://www.yellowpages-uae.com/a-to-z-gifts-establishment-126708","UAE0504"
"2026-03-05","A to Z Mobile Phone Repair","A to Z Mobile Phone Repair","Dubai","=""0097143309677""","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | landline_or_tollfree | https://www.yellowpages-uae.com/a-to-z-mobile-phone-repair-185902","UAE0505"
"2026-03-05","A to Z Mobile Phone Repair","A to Z Mobile Phone Repair","Dubai","=""00971568032675""","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | mobile | https://www.yellowpages-uae.com/a-to-z-mobile-phone-repair-185902","UAE0506"
"2026-03-05","A To Z Passengers Transport By Rented Buses LLC","A To Z Passengers Transport By Rented Buses LLC","Dubai","=""00971559713897""","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | mobile | https://www.yellowpages-uae.com/a-to-z-passengers-transport-by-rented-buses-llc-162028","UAE0507"
"2026-03-05","A To Z Services LLC","A To Z Services LLC","Dubai","=""0097144572746""","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | landline_or_tollfree | https://www.yellowpages-uae.com/a-to-z-services-llc-152421","UAE0508"
"2026-03-05","A to Z Waste Recycling and Trading LLC","A to Z Waste Recycling and Trading LLC","Dubai","=""00971504610878""","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | mobile | https://www.yellowpages-uae.com/a-to-z-waste-recycling-and-trading-llc-192639","UAE0509"
"2026-03-05","A to Z Waste Recycling and Trading LLC","A to Z Waste Recycling and Trading LLC","Dubai","=""0097168863799""","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | landline_or_tollfree | https://www.yellowpages-uae.com/a-to-z-waste-recycling-and-trading-llc-192639","UAE0510"
"2026-03-05","A To Z World Hospitality Suppliers LLC","A To Z World Hospitality Suppliers LLC","Dubai","=""0097143390912""","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | landline_or_tollfree | https://www.yellowpages-uae.com/a-to-z-world-hospitality-suppliers-llc-146700","UAE0511"
"2026-03-05","A U A Gen Trdg","A U A Gen Trdg","Dubai","=""0097142253085""","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | landline_or_tollfree | https://www.yellowpages-uae.com/a-u-a-gen-trdg-152512","UAE0512"
"2026-03-05","A U M Real Estate","A U M Real Estate","Dubai","=""0097143469998""","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | landline_or_tollfree | https://www.yellowpages-uae.com/a-u-m-real-estate-161462","UAE0513"
"2026-03-05","A U R Rent A Car LLC","A U R Rent A Car LLC","Dubai","=""0097142505746""","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | landline_or_tollfree | https://www.yellowpages-uae.com/a-u-r-rent-a-car-llc-162723","UAE0514"
"2026-03-05","A V L Electronics","A V L Electronics","Dubai","=""0097142239870""","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | landline_or_tollfree | https://www.yellowpages-uae.com/a-v-l-electronics-132647","UAE0515"
"2026-03-05","A V R Gen Trdg LLC","A V R Gen Trdg LLC","Dubai","=""0097142808641""","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | landline_or_tollfree | https://www.yellowpages-uae.com/a-v-r-gen-trdg-llc-156841","UAE0516"
"2026-03-05","A V T Fashion","A V T Fashion","Dubai","=""0097143539133""","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | landline_or_tollfree | https://www.yellowpages-uae.com/a-v-t-fashion-165019","UAE0517"
"2026-03-05","A W Rostamani Lumina LLC","A W Rostamani Lumina LLC","Dubai","=""0097145262333""","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | landline_or_tollfree | https://www.yellowpages-uae.com/a-w-rostamani-lumina-llc-108521","UAE0518"
"2026-03-05","A Z Tamco General Trading LLC","A Z Tamco General Trading LLC","Dubai","=""0097143295935""","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | landline_or_tollfree | https://www.yellowpages-uae.com/a-z-tamco-general-trading-llc-158893","UAE0519"
"2026-03-05","A&amp;M Alansari Auditing","A&amp;M Alansari Auditing","Dubai","=""0097142955582""","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | landline_or_tollfree | https://www.yellowpages-uae.com/a-m-alansari-auditing-169600","UAE0520"
"2026-03-05","A&amp;M Alansari Auditing","A&amp;M Alansari Auditing","Dubai","=""00971526444814""","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | mobile | https://www.yellowpages-uae.com/a-m-alansari-auditing-169600","UAE0521"
"2026-03-05","A.A. Juma Plastic Pipes &amp; Fittings Industry Co LLC","A.A. Juma Plastic Pipes &amp; Fittings Industry Co LLC","Dubai","=""0097142852864""","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | landline_or_tollfree | https://www.yellowpages-uae.com/a-a-juma-platic-pipes-fittings-industry-co-llc-177701","UAE0522"
"2026-03-05","A.A. Juma Plastic Pipes &amp; Fittings Industry Co LLC","A.A. Juma Plastic Pipes &amp; Fittings Industry Co LLC","Dubai","=""00971502691194""","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | mobile | https://www.yellowpages-uae.com/a-a-juma-platic-pipes-fittings-industry-co-llc-177701","UAE0523"
"2026-03-05","A.L.B.A International General Trading LLC","A.L.B.A International General Trading LLC","Dubai","=""0097144220998""","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | landline_or_tollfree | https://www.yellowpages-uae.com/a-l-b-a-international-general-trading-llc-159268","UAE0524"
"2026-03-05","A.L.B.A International General Trading LLC","A.L.B.A International General Trading LLC","Dubai","=""00971559945900""","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | mobile | https://www.yellowpages-uae.com/a-l-b-a-international-general-trading-llc-159268","UAE0525"
"2026-03-05","A+ Cleaning Services","A+ Cleaning Services","Dubai","=""0097143335935""","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | landline_or_tollfree | https://www.yellowpages-uae.com/a-cleaning-services-148350","UAE0526"
"2026-03-05","A1 Engineering","A1 Engineering","Dubai","=""0097143204282""","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | landline_or_tollfree | https://www.yellowpages-uae.com/a1-engineering-148969","UAE0527"
"2026-03-05","A1 Fire Fighting","A1 Fire Fighting","Dubai","=""0097143332356""","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | landline_or_tollfree | https://www.yellowpages-uae.com/a1-fire-fighting-153817","UAE0528"
"2026-03-05","A1 Fire Fighting","A1 Fire Fighting","Dubai","=""0097148837662""","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | landline_or_tollfree | https://www.yellowpages-uae.com/a1-fire-fighting-176686","UAE0529"
"2026-03-05","A1 Fire Fighting","A1 Fire Fighting","Dubai","=""00971544475367""","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | mobile | https://www.yellowpages-uae.com/a1-fire-fighting-176686","UAE0530"
"2026-03-05","A1 Properties LLC","A1 Properties LLC","Dubai","=""0097143515583""","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | landline_or_tollfree | https://www.yellowpages-uae.com/a1-properties-llc-172361","UAE0531"
"2026-03-05","A1 Star Building &amp; Safety Materials Trading LLC","A1 Star Building &amp; Safety Materials Trading LLC","Dubai","=""0097143429786""","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | landline_or_tollfree | https://www.yellowpages-uae.com/a1-star-building-safety-materials-trading-llc-192767","UAE0532"
"2026-03-05","A1 Star Building &amp; Safety Materials Trading LLC","A1 Star Building &amp; Safety Materials Trading LLC","Dubai","=""00971544226786""","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | mobile | https://www.yellowpages-uae.com/a1-star-building-safety-materials-trading-llc-192767","UAE0533"
"2026-03-05","A2Z Interior","A2Z Interior","Dubai","=""0097144533372""","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | landline_or_tollfree | https://www.yellowpages-uae.com/a2z-interior-159312","UAE0534"
"2026-03-05","A2Z Interior","A2Z Interior","Dubai","=""00971554090300""","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | mobile | https://www.yellowpages-uae.com/a2z-interior-159312","UAE0535"
"2026-03-05","A2Z Professional Business Services","A2Z Professional Business Services","Dubai","=""0097142844668""","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | landline_or_tollfree | https://www.yellowpages-uae.com/a2z-professional-business-services-169517","UAE0536"
"2026-03-05","A2Z Professional Business Services","A2Z Professional Business Services","Dubai","=""00971521819966""","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | mobile | https://www.yellowpages-uae.com/a2z-professional-business-services-169517","UAE0537"
"2026-03-05","A3 Advertising LLC","A3 Advertising LLC","Dubai","=""0097143388240""","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | landline_or_tollfree | https://www.yellowpages-uae.com/a3-advertising-llc-124008","UAE0538"
"2026-03-05","A3 Design LLC","A3 Design LLC","Dubai","=""0097143386861""","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | landline_or_tollfree | https://www.yellowpages-uae.com/a3-design-llc-176869","UAE0539"
"2026-03-05","A4M General Trading LLC","A4M General Trading LLC","Dubai","=""0097143526952""","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | landline_or_tollfree | https://www.yellowpages-uae.com/a4m-general-trading-llc-129507","UAE0540"
"2026-03-05","AAA &amp; Associates LLC","AAA &amp; Associates LLC","Dubai","=""0097143498444""","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | landline_or_tollfree | https://www.yellowpages-uae.com/aaa-associates-llc-134826","UAE0541"
"2026-03-05","AAA &amp; Associates LLC","AAA &amp; Associates LLC","Dubai","=""00971526411804""","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | mobile | https://www.yellowpages-uae.com/aaa-associates-llc-134826","UAE0542"
"2026-03-05","AAA Concrete Floors LLC","AAA Concrete Floors LLC","Dubai","=""0097145519524""","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | landline_or_tollfree | https://www.yellowpages-uae.com/aaa-concrete-floors-llc-181262","UAE0543"
"2026-03-05","AAA Concrete Floors LLC","AAA Concrete Floors LLC","Dubai","=""00971564605826""","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | mobile | https://www.yellowpages-uae.com/aaa-concrete-floors-llc-181262","UAE0544"
"2026-03-05","AAA Home Group","AAA Home Group","Dubai","=""009714368999""","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | landline_or_tollfree | https://www.yellowpages-uae.com/aaa-home-group-172362","UAE0545"
"2026-03-05","AAA Service Center","AAA Service Center","Dubai","=""0097143470400""","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | landline_or_tollfree | https://www.yellowpages-uae.com/aaa-service-center-176438","UAE0546"
"2026-03-05","AAA Trading Company LLC","AAA Trading Company LLC","Dubai","=""0097142672864""","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | landline_or_tollfree | https://www.yellowpages-uae.com/aaa-trading-company-llc-122747","UAE0547"
"2026-03-05","AAAI - Al Ain Automatic Irrigation Company LLC","AAAI - Al Ain Automatic Irrigation Company LLC","Dubai","=""0097142673424""","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | landline_or_tollfree | https://www.yellowpages-uae.com/aaai-al-ain-automatic-irrigation-company-llc-109841","UAE0548"
"2026-03-05","Aaayan Translation Services","Aaayan Translation Services","Dubai","=""0097142343606""","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | landline_or_tollfree | https://www.yellowpages-uae.com/aaayan-translation-services-156506","UAE0549"
"2026-03-05","AAB Auditing of Accounts","AAB Auditing of Accounts","Dubai","=""0097142653222""","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | landline_or_tollfree | https://www.yellowpages-uae.com/aab-auditing-of-accounts-178525","UAE0550"
"2026-03-05","AAB Auditing of Accounts","AAB Auditing of Accounts","Dubai","=""00971529939246""","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | mobile | https://www.yellowpages-uae.com/aab-auditing-of-accounts-178525","UAE0551"
"2026-03-05","AAB Industries LLC","AAB Industries LLC","Dubai","=""0097148858808""","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | landline_or_tollfree | https://www.yellowpages-uae.com/aab-industries-llc-177544","UAE0552"
"2026-03-05","AAB Industries LLC","AAB Industries LLC","Dubai","=""00971588934015""","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | mobile | https://www.yellowpages-uae.com/aab-industries-llc-177544","UAE0553"
"2026-03-05","AAB Tools","AAB Tools","Dubai","=""0097143382110""","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | landline_or_tollfree | https://www.yellowpages-uae.com/aab-tools-157211","UAE0554"
"2026-03-05","Aaban Building Cleaning And Pest Control Service","Aaban Building Cleaning And Pest Control Service","Dubai","=""00971527042823""","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | mobile | https://www.yellowpages-uae.com/aaban-building-cleaning-and-pest-control-service-180325","UAE0555"
"2026-03-05","Aaban Building Cleaning And Pest Control Service","Aaban Building Cleaning And Pest Control Service","Dubai","=""00971555229706""","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | mobile | https://www.yellowpages-uae.com/aaban-building-cleaning-and-pest-control-service-180325","UAE0556"
"2026-03-05","Aaban Travel and Tourism LLC","Aaban Travel and Tourism LLC","Dubai","=""0097142946030""","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | landline_or_tollfree | https://www.yellowpages-uae.com/aaban-travel-and-tourism-llc-144782","UAE0557"
"2026-03-05","Aac and Concrete Blocks","Aac and Concrete Blocks","Dubai","=""00971553535226""","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | mobile | https://www.yellowpages-uae.com/aac-block-191698","UAE0558"
"2026-03-05","AAC Arc Architects Engineering Consultancy","AAC Arc Architects Engineering Consultancy","Dubai","=""0097148749941""","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | landline_or_tollfree | https://www.yellowpages-uae.com/aac-arc-architects-engineering-consultancy-178216","UAE0559"
"2026-03-05","AAC Arc Architects Engineering Consultancy","AAC Arc Architects Engineering Consultancy","Dubai","=""00971585874879""","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | mobile | https://www.yellowpages-uae.com/aac-arc-architects-engineering-consultancy-178216","UAE0560"
"2026-03-05","AAC ARC Engineering Consultant","AAC ARC Engineering Consultant","Dubai","=""0097143280105""","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | landline_or_tollfree | https://www.yellowpages-uae.com/aac-architects-engineering-consultancy-169124","UAE0561"
"2026-03-05","AAC Global","AAC Global","Dubai","=""00971557697230""","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | mobile | https://www.yellowpages-uae.com/aac-global-178530","UAE0562"
"2026-03-05","AACME Electromechanical Equipment Installation LLC","AACME Electromechanical Equipment Installation LLC","Dubai","=""0097142867002""","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | landline_or_tollfree | https://www.yellowpages-uae.com/aacme-electromechanical-equipment-installation-llc-184658","UAE0563"
"2026-03-05","AACME Electromechanical Equipment Installation LLC","AACME Electromechanical Equipment Installation LLC","Dubai","=""00971525812406""","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | mobile | https://www.yellowpages-uae.com/aacme-electromechanical-equipment-installation-llc-184658","UAE0564"
"2026-03-05","Aadarsh Food Stuff Trading Llc","Aadarsh Food Stuff Trading Llc","Dubai","=""00971586131585""","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | mobile | https://www.yellowpages-uae.com/aadarsh-food-stuff-trading-llc-183464","UAE0565"
"2026-03-05","Aafaq Islamic Finance Company","Aafaq Islamic Finance Company","Dubai","=""0097143306444""","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | landline_or_tollfree | https://www.yellowpages-uae.com/aafaq-islamic-finance-company-169833","UAE0566"
"2026-03-05","AAGT International LLC","AAGT International LLC","Dubai","=""0097142261943""","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | landline_or_tollfree | https://www.yellowpages-uae.com/aagt-international-llc-119491","UAE0567"
"2026-03-05","Aajel Tourism LLC","Aajel Tourism LLC","Dubai","=""0097143215668""","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | landline_or_tollfree | https://www.yellowpages-uae.com/aajel-tourism-llc-167827","UAE0568"
"2026-03-05","Aajel Tourism LLC","Aajel Tourism LLC","Dubai","=""0097144229074""","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | landline_or_tollfree | https://www.yellowpages-uae.com/aajel-tourism-llc-159718","UAE0569"
"2026-03-05","Aajel Tourism LLC","Aajel Tourism LLC","Dubai","=""00971564971284""","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | mobile | https://www.yellowpages-uae.com/aajel-tourism-llc-159718","UAE0570"
"2026-03-05","Aal Jaafar Trading Company LLC","Aal Jaafar Trading Company LLC","Dubai","=""0097143378323""","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | landline_or_tollfree | https://www.yellowpages-uae.com/aal-jaafar-trading-company-llc-112700","UAE0571"
