"date","lead_name","business","area","phone_or_link","channel","status","next_action","next_date","notes","lead_id"
"2026-03-05","1 Dirham Home Insulation","1 Dirham Home Insulation","Dubai","+97142975755","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | landline_or_tollfree | https://www.yellowpages-uae.com/1-dirham-home-insulation-183247","UAE0193"
"2026-03-05","A E Prime Engineering Consultants","A E Prime Engineering Consultants","Dubai","+97144310661","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | landline_or_tollfree | https://www.yellowpages-uae.com/a-e-prime-engineering-consultants-169457","UAE0412"
"2026-03-05","A E T Establiashment","A E T Establiashment","Dubai","+97143369196","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | landline_or_tollfree | https://www.yellowpages-uae.com/a-e-t-est-101212","UAE0413"
"2026-03-05","A F Husain LLC","A F Husain LLC","Dubai","+97143400034","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | landline_or_tollfree | https://www.yellowpages-uae.com/a-f-husain-llc-153008","UAE0414"
"2026-03-05","A F Husain LLC","A F Husain LLC","Dubai","+971554403377","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | mobile | https://www.yellowpages-uae.com/a-f-husain-llc-153008","UAE0415"
"2026-03-05","A F M group","A F M group","Dubai","+97142288580","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | landline_or_tollfree | https://www.yellowpages-uae.com/a-f-m-group-163955","UAE0416"
"2026-03-05","A F S Scaffolding Trading LLC","A F S Scaffolding Trading LLC","Dubai","+97142568720","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | landline_or_tollfree | https://www.yellowpages-uae.com/a-f-s-scaffolding-trading-llc-159127","UAE0417"
"2026-03-05","A G C General Trading LLC","A G C General Trading LLC","Dubai","+97142356501","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | landline_or_tollfree | https://www.yellowpages-uae.com/a-g-c-general-trading-llc-131585","UAE0418"
"2026-03-05","A G C General Trading LLC","A G C General Trading LLC","Dubai","+971502807031","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | mobile | https://www.yellowpages-uae.com/a-g-c-general-trading-llc-131585","UAE0419"
"2026-03-05","A G D Electromechanical LLC","A G D Electromechanical LLC","Dubai","+97144410436","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | landline_or_tollfree | https://www.yellowpages-uae.com/a-g-d-electromechanical-llc-158302","UAE0420"
"2026-03-05","A G N Mak Chartered Certified Accounts","A G N Mak Chartered Certified Accounts","Dubai","+97142283008","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | landline_or_tollfree | https://www.yellowpages-uae.com/a-g-n-mak-chartered-certified-accounts-169832","UAE0421"
"2026-03-05","A G S Relocations","A G S Relocations","Dubai","+97144541531","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | landline_or_tollfree | https://www.yellowpages-uae.com/a-g-s-relocations-163939","UAE0422"
"2026-03-05","A H S Trading","A H S Trading","Dubai","+97142280418","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | landline_or_tollfree | https://www.yellowpages-uae.com/a-h-s-trading-122618","UAE0423"
"2026-03-05","A H S Trading","A H S Trading","Dubai","+971506513387","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | mobile | https://www.yellowpages-uae.com/a-h-s-trading-122618","UAE0424"
"2026-03-05","A H Technical Services LLC","A H Technical Services LLC","Dubai","+971557072146","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | mobile | https://www.yellowpages-uae.com/a-h-technical-services-llc-179098","UAE0425"
"2026-03-05","A H Trading Establishment","A H Trading Establishment","Dubai","+97142674216","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | landline_or_tollfree | https://www.yellowpages-uae.com/a-h-trading-establishment-144069","UAE0426"
"2026-03-05","A I G Shipping LLC","A I G Shipping LLC","Dubai","+971563303078","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | mobile | https://www.yellowpages-uae.com/a-i-g-shipping-llc-179553","UAE0427"
"2026-03-05","A I G Shipping LLC","A I G Shipping LLC","Dubai","+97165241440","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | landline_or_tollfree | https://www.yellowpages-uae.com/a-i-g-shipping-llc-179553","UAE0428"
"2026-03-05","A J Security","A J Security","Dubai","+97142693480","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | landline_or_tollfree | https://www.yellowpages-uae.com/a-j-security-162459","UAE0429"
"2026-03-05","A J Sports","A J Sports","Dubai","+97143351192","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | landline_or_tollfree | https://www.yellowpages-uae.com/a-j-sports-107867","UAE0430"
"2026-03-05","A K Design","A K Design","Dubai","+97143990844","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | landline_or_tollfree | https://www.yellowpages-uae.com/a-k-design-161599","UAE0431"
"2026-03-05","A K S Equip Rep","A K S Equip Rep","Dubai","+97143307660","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | landline_or_tollfree | https://www.yellowpages-uae.com/a-k-s-equip-rep-139882","UAE0432"
"2026-03-05","A K T Green Lighting Trdg LLC","A K T Green Lighting Trdg LLC","Dubai","+97142225958","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | landline_or_tollfree | https://www.yellowpages-uae.com/a-k-t-green-lighting-trdg-llc-148499","UAE0433"
"2026-03-05","A La Turca","A La Turca","Dubai","+97144371618","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | landline_or_tollfree | https://www.yellowpages-uae.com/a-la-turca-174563","UAE0434"
"2026-03-05","A M A Freight International LLC","A M A Freight International LLC","Dubai","+97142714044","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | landline_or_tollfree | https://www.yellowpages-uae.com/a-m-a-freight-international-llc-158961","UAE0435"
"2026-03-05","A M A Perfumes Manufacturing LLC","A M A Perfumes Manufacturing LLC","Dubai","+97142354499","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | landline_or_tollfree | https://www.yellowpages-uae.com/a-m-a-perfumes-manufacturing-llc-109245","UAE0436"
"2026-03-05","A M Batterjee Group","A M Batterjee Group","Dubai","+97144211045","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | landline_or_tollfree | https://www.yellowpages-uae.com/a-m-batterjee-group-158453","UAE0437"
"2026-03-05","A M Dhamma Perfumes Industry LLC","A M Dhamma Perfumes Industry LLC","Dubai","+97143476663","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | landline_or_tollfree | https://www.yellowpages-uae.com/a-m-dhamma-perfumes-industry-llc-180181","UAE0438"
"2026-03-05","A M Dhamma Perfumes Industry LLC","A M Dhamma Perfumes Industry LLC","Dubai","+971503838411","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | mobile | https://www.yellowpages-uae.com/a-m-dhamma-perfumes-industry-llc-180181","UAE0439"
"2026-03-05","A M Electronics Trading","A M Electronics Trading","Dubai","+97143968242","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | landline_or_tollfree | https://www.yellowpages-uae.com/a-m-electronics-trading-146659","UAE0440"
"2026-03-05","A M Electronics Trading","A M Electronics Trading","Dubai","+971503547404","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | mobile | https://www.yellowpages-uae.com/a-m-electronics-trading-146659","UAE0441"
"2026-03-05","A M G Motors LLC","A M G Motors LLC","Dubai","+97143330003","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | landline_or_tollfree | https://www.yellowpages-uae.com/a-m-g-motors-llc-141500","UAE0442"
"2026-03-05","A M I Express Cargo LLC","A M I Express Cargo LLC","Dubai","+97142594141","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | landline_or_tollfree | https://www.yellowpages-uae.com/a-m-i-express-cargo-llc-152420","UAE0443"
"2026-03-05","A M Jalal A/C &amp; Ref Equip Trdg","A M Jalal A/C &amp; Ref Equip Trdg","Dubai","+97142279727","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | landline_or_tollfree | https://www.yellowpages-uae.com/a-m-jalal-a-c-ref-equip-trdg-161201","UAE0444"
"2026-03-05","A M M General Trading LLC","A M M General Trading LLC","Dubai","+97142590372","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | landline_or_tollfree | https://www.yellowpages-uae.com/a-m-m-general-trading-llc-165031","UAE0445"
"2026-03-05","A M Noor Real Estate","A M Noor Real Estate","Dubai","+97143528464","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | landline_or_tollfree | https://www.yellowpages-uae.com/a-m-noor-real-estate-131161","UAE0446"
"2026-03-05","A M R B LLC","A M R B LLC","Dubai","+97142655299","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | landline_or_tollfree | https://www.yellowpages-uae.com/a-m-r-b-llc-152482","UAE0447"
"2026-03-05","A M S Intl FZ LLC","A M S Intl FZ LLC","Dubai","+97143916360","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | landline_or_tollfree | https://www.yellowpages-uae.com/a-m-s-intl-fz-llc-147289","UAE0448"
"2026-03-05","A M S Tools Equipment Trading LLC","A M S Tools Equipment Trading LLC","Dubai","+97143214887","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | landline_or_tollfree | https://www.yellowpages-uae.com/a-m-s-tools-equipment-trading-llc-162525","UAE0449"
"2026-03-05","A M S Tools Equipment Trading LLC","A M S Tools Equipment Trading LLC","Dubai","+971507481047","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | mobile | https://www.yellowpages-uae.com/a-m-s-tools-equipment-trading-llc-162525","UAE0450"
"2026-03-05","A M T Gen Trdg LLC","A M T Gen Trdg LLC","Dubai","+97142721463","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | landline_or_tollfree | https://www.yellowpages-uae.com/a-m-t-gen-trdg-llc-147777","UAE0451"
"2026-03-05","A M T Spares Intl LLC","A M T Spares Intl LLC","Dubai","+97142736260","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | landline_or_tollfree | https://www.yellowpages-uae.com/a-m-t-spares-intl-llc-146398","UAE0452"
"2026-03-05","A M Trdg Co LLC","A M Trdg Co LLC","Dubai","+97142232811","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | landline_or_tollfree | https://www.yellowpages-uae.com/a-m-trdg-co-llc-161347","UAE0453"
"2026-03-05","A M Trdg Co LLC","A M Trdg Co LLC","Dubai","+971561300123","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | mobile | https://www.yellowpages-uae.com/a-m-trdg-co-llc-161347","UAE0454"
"2026-03-05","A M Y Opticals LLC","A M Y Opticals LLC","Dubai","+97142241951","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | landline_or_tollfree | https://www.yellowpages-uae.com/a-m-y-opticals-llc-162893","UAE0455"
"2026-03-05","A Mart Supermarket","A Mart Supermarket","Dubai","+97143808080","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | landline_or_tollfree | https://www.yellowpages-uae.com/a-mart-supermarket-165683","UAE0456"
"2026-03-05","A N S Intl Gen Trdg LLC","A N S Intl Gen Trdg LLC","Dubai","+97142946972","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | landline_or_tollfree | https://www.yellowpages-uae.com/a-n-s-intl-gen-trdg-llc-144312","UAE0457"
"2026-03-05","A N Topline Technical Works LLC","A N Topline Technical Works LLC","Dubai","+97143804456","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | landline_or_tollfree | https://www.yellowpages-uae.com/a-n-topline-technical-works-llc-159168","UAE0458"
"2026-03-05","A N Trading Company LLC","A N Trading Company LLC","Dubai","+97142246450","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | landline_or_tollfree | https://www.yellowpages-uae.com/a-n-trading-company-llc-41660","UAE0459"
"2026-03-05","A One Auto Spare Parts Trdg","A One Auto Spare Parts Trdg","Dubai","+97142279311","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | landline_or_tollfree | https://www.yellowpages-uae.com/a-one-auto-spare-parts-trdg-160945","UAE0460"
"2026-03-05","A One Interiors LLC","A One Interiors LLC","Dubai","+971553028888","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | mobile | https://www.yellowpages-uae.com/a-one-interiors-llc-193991","UAE0461"
"2026-03-05","A One Productions Technical Services LLC","A One Productions Technical Services LLC","Dubai","+97143791290","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | landline_or_tollfree | https://www.yellowpages-uae.com/a-one-productions-technical-services-llc-161656","UAE0462"
"2026-03-05","A One Tools Trading LLC","A One Tools Trading LLC","Dubai","+97142109100","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | landline_or_tollfree | https://www.yellowpages-uae.com/a-one-tools-trading-llc-163931","UAE0463"
"2026-03-05","A One Tools Trading LLC","A One Tools Trading LLC","Dubai","+971502125898","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | mobile | https://www.yellowpages-uae.com/a-one-tools-trading-llc-163931","UAE0464"
"2026-03-05","A One Tools Trading LLC","A One Tools Trading LLC","Dubai","+971562040553","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | mobile | https://www.yellowpages-uae.com/a-one-tools-trading-llc-163931","UAE0465"
"2026-03-05","A One Web Design and Digital Marketing Agency","A One Web Design and Digital Marketing Agency","Dubai","+971543470278","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | mobile | https://www.yellowpages-uae.com/a-one-web-design-and-digital-marketing-agency-188850","UAE0466"
"2026-03-05","A P G Intl LLC","A P G Intl LLC","Dubai","+97142853834","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | landline_or_tollfree | https://www.yellowpages-uae.com/a-p-g-intl-llc-152404","UAE0467"
"2026-03-05","A P G Management Consulting","A P G Management Consulting","Dubai","+97143433074","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | landline_or_tollfree | https://www.yellowpages-uae.com/a-p-g-management-consulting-151685","UAE0468"
"2026-03-05","A P H Technologies","A P H Technologies","Dubai","+97142567440","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | landline_or_tollfree | https://www.yellowpages-uae.com/a-p-h-technologies-152466","UAE0469"
"2026-03-05","A Plus Real Estate","A Plus Real Estate","Dubai","+97144564662","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | landline_or_tollfree | https://www.yellowpages-uae.com/a-plus-real-estate-172360","UAE0470"
"2026-03-05","A Plus Way General Trading LLC","A Plus Way General Trading LLC","Dubai","+97142501043","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | landline_or_tollfree | https://www.yellowpages-uae.com/a-plus-way-general-trading-llc-146040","UAE0471"
"2026-03-05","A R Gents Track Readymade and Perfumes","A R Gents Track Readymade and Perfumes","Dubai","+97143930775","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | landline_or_tollfree | https://www.yellowpages-uae.com/a-r-gents-track-readymade-and-perfumes-145103","UAE0472"
"2026-03-05","A R L Trading LLC","A R L Trading LLC","Dubai","+97142241991","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | landline_or_tollfree | https://www.yellowpages-uae.com/a-r-l-trading-llc-156200","UAE0473"
"2026-03-05","A R Overseas Real Estate","A R Overseas Real Estate","Dubai","+97142959536","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | landline_or_tollfree | https://www.yellowpages-uae.com/a-r-overseas-real-estate-160932","UAE0474"
"2026-03-05","A R S B Trading LLC","A R S B Trading LLC","Dubai","+971566090684","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | mobile | https://www.yellowpages-uae.com/a-r-s-b-trading-llc-190545","UAE0475"
"2026-03-05","A R Shipping LLC","A R Shipping LLC","Dubai","+97142563651","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | landline_or_tollfree | https://www.yellowpages-uae.com/a-r-shipping-llc-152357","UAE0476"
"2026-03-05","A R Y International Exchange","A R Y International Exchange","Dubai","+97142260226","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | landline_or_tollfree | https://www.yellowpages-uae.com/a-r-y-international-exchange-169861","UAE0477"
"2026-03-05","A Rauf Electrical Trading Establishment","A Rauf Electrical Trading Establishment","Dubai","+97142222815","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | landline_or_tollfree | https://www.yellowpages-uae.com/a-rauf-electrical-trading-establishment-138386","UAE0478"
"2026-03-05","A Rauf Trading LLC","A Rauf Trading LLC","Dubai","+97142279858","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | landline_or_tollfree | https://www.yellowpages-uae.com/a-rauf-trading-llc-159236","UAE0479"
"2026-03-05","A Ronai LLC","A Ronai LLC","Dubai","+97143414409","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | landline_or_tollfree | https://www.yellowpages-uae.com/a-ronai-llc-158894","UAE0480"
"2026-03-05","A S Documents Clearance","A S Documents Clearance","Dubai","+971565909369","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | mobile | https://www.yellowpages-uae.com/a-s-documents-clearance-195284","UAE0481"
"2026-03-05","A S F Steel Fabrication LLC","A S F Steel Fabrication LLC","Dubai","+97143400737","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | landline_or_tollfree | https://www.yellowpages-uae.com/a-s-f-steel-fabrication-llc-157520","UAE0482"
"2026-03-05","A S Firms Management LLC","A S Firms Management LLC","Dubai","+97142248173","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | landline_or_tollfree | https://www.yellowpages-uae.com/a-s-firms-management-llc-161160","UAE0483"
"2026-03-05","A S I Scaffolding Contracting LLC","A S I Scaffolding Contracting LLC","Dubai","+97142200334","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | landline_or_tollfree | https://www.yellowpages-uae.com/a-s-i-scaffolding-contracting-llc-179794","UAE0484"
"2026-03-05","A S I Scaffolding Contracting LLC","A S I Scaffolding Contracting LLC","Dubai","+971551034834","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | mobile | https://www.yellowpages-uae.com/a-s-i-scaffolding-contracting-llc-179794","UAE0485"
"2026-03-05","A S M Maritime LLC","A S M Maritime LLC","Dubai","+97142885811","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | landline_or_tollfree | https://www.yellowpages-uae.com/a-s-m-maritime-llc-183946","UAE0486"
"2026-03-05","A S M S Workshop Hardware &amp; Tools Trading LLC","A S M S Workshop Hardware &amp; Tools Trading LLC","Dubai","+97142273653","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | landline_or_tollfree | https://www.yellowpages-uae.com/a-s-m-s-workshop-hardware-tools-trading-llc-171170","UAE0487"
"2026-03-05","A S M S Workshop Hardware &amp; Tools Trading LLC","A S M S Workshop Hardware &amp; Tools Trading LLC","Dubai","+971504361786","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | mobile | https://www.yellowpages-uae.com/a-s-m-s-workshop-hardware-tools-trading-llc-171170","UAE0488"
"2026-03-05","A S M trading","A S M trading","Dubai","+971502461201","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | mobile | https://www.yellowpages-uae.com/a-s-m-trading-182760","UAE0489"
"2026-03-05","A S N FZE","A S N FZE","Dubai","+97142997969","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | landline_or_tollfree | https://www.yellowpages-uae.com/a-s-n-fze-132319","UAE0490"
"2026-03-05","A S N International Electronics Rental LLC","A S N International Electronics Rental LLC","Dubai","+97143880988","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | landline_or_tollfree | https://www.yellowpages-uae.com/a-s-n-international-electronics-rental-llc-163287","UAE0491"
"2026-03-05","A S N International Electronics Rental LLC","A S N International Electronics Rental LLC","Dubai","+971556633061","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | mobile | https://www.yellowpages-uae.com/a-s-n-international-electronics-rental-llc-163287","UAE0492"
"2026-03-05","A S R Auditors &amp; Business Consultants","A S R Auditors &amp; Business Consultants","Dubai","+97143512340","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | landline_or_tollfree | https://www.yellowpages-uae.com/a-s-r-auditors-business-consultants-161704","UAE0493"
"2026-03-05","A S T Digital Print Centre","A S T Digital Print Centre","Dubai","+97142865911","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | landline_or_tollfree | https://www.yellowpages-uae.com/a-s-t-digital-print-centre-151529","UAE0494"
"2026-03-05","A S T Metals LLC","A S T Metals LLC","Dubai","+97143558081","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | landline_or_tollfree | https://www.yellowpages-uae.com/a-s-t-metals-llc-148774","UAE0495"
"2026-03-05","A S V Building and Construction Materials Trading LLC","A S V Building and Construction Materials Trading LLC","Dubai","+971553010654","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | mobile | https://www.yellowpages-uae.com/a-s-v-building-and-construction-materials-trading-llc-185662","UAE0496"
"2026-03-05","A T A Cargo Movers","A T A Cargo Movers","Dubai","+97142593050","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | landline_or_tollfree | https://www.yellowpages-uae.com/a-t-a-cargo-movers-162605","UAE0497"
"2026-03-05","A T G Solutions LLC","A T G Solutions LLC","Dubai","+97143360782","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | landline_or_tollfree | https://www.yellowpages-uae.com/a-t-g-solutions-llc-148688","UAE0498"
"2026-03-05","A T Generators","A T Generators","Dubai","+97148810444","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | landline_or_tollfree | https://www.yellowpages-uae.com/a-t-generators-106588","UAE0499"
"2026-03-05","A T H Business Consultants","A T H Business Consultants","Dubai","+97142690496","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | landline_or_tollfree | https://www.yellowpages-uae.com/a-t-h-business-consultants-162241","UAE0500"
"2026-03-05","A T Kearney Ltd","A T Kearney Ltd","Dubai","+97144575000","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | landline_or_tollfree | https://www.yellowpages-uae.com/a-t-kearney-ltd-147678","UAE0501"
"2026-03-05","A to Z Curtains Trdg LLC","A to Z Curtains Trdg LLC","Dubai","+97142727718","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | landline_or_tollfree | https://www.yellowpages-uae.com/a-to-z-curtains-trdg-llc-160842","UAE0502"
"2026-03-05","A To Z General Land Transport LLC","A To Z General Land Transport LLC","Dubai","+97143208196","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | landline_or_tollfree | https://www.yellowpages-uae.com/a-to-z-general-land-transport-llc-155883","UAE0503"
"2026-03-05","A to Z Gifts Establishment","A to Z Gifts Establishment","Dubai","+97142269232","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | landline_or_tollfree | https://www.yellowpages-uae.com/a-to-z-gifts-establishment-126708","UAE0504"
"2026-03-05","A to Z Mobile Phone Repair","A to Z Mobile Phone Repair","Dubai","+97143309677","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | landline_or_tollfree | https://www.yellowpages-uae.com/a-to-z-mobile-phone-repair-185902","UAE0505"
"2026-03-05","A to Z Mobile Phone Repair","A to Z Mobile Phone Repair","Dubai","+971568032675","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | mobile | https://www.yellowpages-uae.com/a-to-z-mobile-phone-repair-185902","UAE0506"
"2026-03-05","A To Z Passengers Transport By Rented Buses LLC","A To Z Passengers Transport By Rented Buses LLC","Dubai","+971559713897","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | mobile | https://www.yellowpages-uae.com/a-to-z-passengers-transport-by-rented-buses-llc-162028","UAE0507"
"2026-03-05","A To Z Services LLC","A To Z Services LLC","Dubai","+97144572746","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | landline_or_tollfree | https://www.yellowpages-uae.com/a-to-z-services-llc-152421","UAE0508"
"2026-03-05","A to Z Waste Recycling and Trading LLC","A to Z Waste Recycling and Trading LLC","Dubai","+971504610878","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | mobile | https://www.yellowpages-uae.com/a-to-z-waste-recycling-and-trading-llc-192639","UAE0509"
"2026-03-05","A to Z Waste Recycling and Trading LLC","A to Z Waste Recycling and Trading LLC","Dubai","+97168863799","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | landline_or_tollfree | https://www.yellowpages-uae.com/a-to-z-waste-recycling-and-trading-llc-192639","UAE0510"
"2026-03-05","A To Z World Hospitality Suppliers LLC","A To Z World Hospitality Suppliers LLC","Dubai","+97143390912","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | landline_or_tollfree | https://www.yellowpages-uae.com/a-to-z-world-hospitality-suppliers-llc-146700","UAE0511"
"2026-03-05","A U A Gen Trdg","A U A Gen Trdg","Dubai","+97142253085","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | landline_or_tollfree | https://www.yellowpages-uae.com/a-u-a-gen-trdg-152512","UAE0512"
"2026-03-05","A U M Real Estate","A U M Real Estate","Dubai","+97143469998","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | landline_or_tollfree | https://www.yellowpages-uae.com/a-u-m-real-estate-161462","UAE0513"
"2026-03-05","A U R Rent A Car LLC","A U R Rent A Car LLC","Dubai","+97142505746","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | landline_or_tollfree | https://www.yellowpages-uae.com/a-u-r-rent-a-car-llc-162723","UAE0514"
"2026-03-05","A V L Electronics","A V L Electronics","Dubai","+97142239870","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | landline_or_tollfree | https://www.yellowpages-uae.com/a-v-l-electronics-132647","UAE0515"
